Year,race,sex,Arrest type,Juvenile indicator,Total Arrests,Population,"Arrests per 100,000"
1990,All Combined,Male,Felony - Other,1,8116,3959810,204.9593
1991,All Combined,Male,Felony - Other,1,9266,4036029.5,229.5821
1992,All Combined,Male,Felony - Other,1,9734,4112249,236.7075
1993,All Combined,Male,Felony - Other,1,10806,4188468.5,257.994
1994,All Combined,Male,Felony - Other,1,11066,4264688,259.4797
1995,All Combined,Male,Felony - Other,1,9861,4340907.5,227.1645
1996,All Combined,Male,Felony - Other,1,10429,4417127,236.1037
1997,All Combined,Male,Felony - Other,1,10519,4493346.531,234.1017
1998,All Combined,Male,Felony - Other,1,10069,4569566,220.3492
1999,All Combined,Male,Felony - Other,1,9366,4645785.5,201.6021
2000,All Combined,Male,Felony - Other,1,8716,4722005,184.5826
2001,All Combined,Male,Felony - Other,1,9354,4923884,189.972
2002,All Combined,Male,Felony - Other,1,9779,4797098,203.8524
2003,All Combined,Male,Felony - Other,1,10671,4782005,223.1491
2004,All Combined,Male,Felony - Other,1,11511,4891255,235.3384
2005,All Combined,Male,Felony - Other,1,13276,4952172,268.0844
2006,All Combined,Male,Felony - Other,1,15225,4873677,312.3925
2007,All Combined,Male,Felony - Other,1,15592,4815844,323.7646
2008,All Combined,Male,Felony - Other,1,15260,4787481,318.748
2009,All Combined,Male,Felony - Other,1,13734,4846139,283.4009
2010,All Combined,Male,Felony - Other,1,11700,4760455,245.7748
2011,All Combined,Male,Felony - Other,1,9667,4748346,203.5867
2012,All Combined,Male,Felony - Other,1,7995,4717930,169.4599
2013,All Combined,Male,Felony - Other,1,6550,4695147,139.5058
1980,All Combined,Male,Felony - Property,1,57330,3311740,1731.114
1981,All Combined,Male,Felony - Property,1,54521,3376547,1614.697
1982,All Combined,Male,Felony - Property,1,49715,3441354.031,1444.635
1983,All Combined,Male,Felony - Property,1,40113,3506160.969,1144.072
1984,All Combined,Male,Felony - Property,1,36768,3570968,1029.637
1985,All Combined,Male,Felony - Property,1,39729,3635775,1092.724
1986,All Combined,Male,Felony - Property,1,39990,3700582,1080.641
1987,All Combined,Male,Felony - Property,1,38421,3765389.031,1020.373
1988,All Combined,Male,Felony - Property,1,42627,3830195.969,1112.92
1989,All Combined,Male,Felony - Property,1,45979,3895003,1180.461
1990,All Combined,Male,Felony - Property,1,46151,3959810,1165.485
1991,All Combined,Male,Felony - Property,1,46824,4036029.5,1160.15
1992,All Combined,Male,Felony - Property,1,45171,4112249,1098.45
1993,All Combined,Male,Felony - Property,1,42327,4188468.5,1010.56
1994,All Combined,Male,Felony - Property,1,40326,4264688,945.5792
1995,All Combined,Male,Felony - Property,1,37333,4340907.5,860.0275
1996,All Combined,Male,Felony - Property,1,37113,4417127,840.2068
1997,All Combined,Male,Felony - Property,1,34509,4493346.531,768.0022
1998,All Combined,Male,Felony - Property,1,30989,4569566,678.1607
1999,All Combined,Male,Felony - Property,1,26245,4645785.5,564.9206
2000,All Combined,Male,Felony - Property,1,24406,4722005,516.8567
2001,All Combined,Male,Felony - Property,1,22893,4923884,464.9378
2002,All Combined,Male,Felony - Property,1,21971,4797098,458.0061
2003,All Combined,Male,Felony - Property,1,20958,4782005,438.268
2004,All Combined,Male,Felony - Property,1,19426,4891255,397.1578
2005,All Combined,Male,Felony - Property,1,18918,4952172,382.0142
2006,All Combined,Male,Felony - Property,1,19849,4873677,407.2695
2007,All Combined,Male,Felony - Property,1,19479,4815844,404.4774
2008,All Combined,Male,Felony - Property,1,19340,4787481,403.9703
2009,All Combined,Male,Felony - Property,1,17396,4846139,358.9662
2010,All Combined,Male,Felony - Property,1,15068,4760455,316.5244
2011,All Combined,Male,Felony - Property,1,12779,4748346,269.1253
2012,All Combined,Male,Felony - Property,1,11186,4717930,237.0955
2013,All Combined,Male,Felony - Property,1,9181,4695147,195.5423
1980,All Combined,Male,Felony - Violent/Sex,1,16174,3311740,488.3838
1981,All Combined,Male,Felony - Violent/Sex,1,15652,3376547,463.5505
1982,All Combined,Male,Felony - Violent/Sex,1,13888,3441354.031,403.5621
1983,All Combined,Male,Felony - Violent/Sex,1,12279,3506160.969,350.2121
1984,All Combined,Male,Felony - Violent/Sex,1,12341,3570968,345.5926
1985,All Combined,Male,Felony - Violent/Sex,1,12667,3635775,348.3989
1986,All Combined,Male,Felony - Violent/Sex,1,12891,3700582,348.3506
1987,All Combined,Male,Felony - Violent/Sex,1,12662,3765389.031,336.2733
1988,All Combined,Male,Felony - Violent/Sex,1,14120,3830195.969,368.6495
1989,All Combined,Male,Felony - Violent/Sex,1,17215,3895003,441.9766
1990,All Combined,Male,Felony - Violent/Sex,1,20146,3959810,508.7618
1991,All Combined,Male,Felony - Violent/Sex,1,20637,4036029.5,511.3194
1992,All Combined,Male,Felony - Violent/Sex,1,20863,4112249,507.338
1993,All Combined,Male,Felony - Violent/Sex,1,20836,4188468.5,497.4611
1994,All Combined,Male,Felony - Violent/Sex,1,21219,4264688,497.5511
1995,All Combined,Male,Felony - Violent/Sex,1,20462,4340907.5,471.3761
1996,All Combined,Male,Felony - Violent/Sex,1,20636,4417127,467.1815
1997,All Combined,Male,Felony - Violent/Sex,1,19723,4493346.531,438.9379
1998,All Combined,Male,Felony - Violent/Sex,1,18420,4569566,403.1017
1999,All Combined,Male,Felony - Violent/Sex,1,17623,4645785.5,379.333
2000,All Combined,Male,Felony - Violent/Sex,1,15521,4722005,328.6951
2001,All Combined,Male,Felony - Violent/Sex,1,16480,4923884,334.6951
2002,All Combined,Male,Felony - Violent/Sex,1,14965,4797098,311.9594
2003,All Combined,Male,Felony - Violent/Sex,1,14678,4782005,306.9424
2004,All Combined,Male,Felony - Violent/Sex,1,14290,4891255,292.1541
2005,All Combined,Male,Felony - Violent/Sex,1,14310,4952172,288.9641
2006,All Combined,Male,Felony - Violent/Sex,1,15441,4873677,316.8244
2007,All Combined,Male,Felony - Violent/Sex,1,16110,4815844,334.5208
2008,All Combined,Male,Felony - Violent/Sex,1,15657,4787481,327.0405
2009,All Combined,Male,Felony - Violent/Sex,1,13799,4846139,284.7422
2010,All Combined,Male,Felony - Violent/Sex,1,11934,4760455,250.6903
2011,All Combined,Male,Felony - Violent/Sex,1,10107,4748346,212.8531
2012,All Combined,Male,Felony - Violent/Sex,1,8485,4717930,179.8458
2013,All Combined,Male,Felony - Violent/Sex,1,7573,4695147,161.2942
1980,All Combined,Male,Misdemeanor,1,125227,3311740,3781.305
1981,All Combined,Male,Misdemeanor,1,117782,3376547,3488.238
1982,All Combined,Male,Misdemeanor,1,109221,3441354.031,3173.78
1983,All Combined,Male,Misdemeanor,1,98904,3506160.969,2820.863
1984,All Combined,Male,Misdemeanor,1,100508,3570968,2814.587
1985,All Combined,Male,Misdemeanor,1,114076,3635775,3137.598
1986,All Combined,Male,Misdemeanor,1,120149,3700582,3246.76
1987,All Combined,Male,Misdemeanor,1,109609,3765389.031,2910.961
1988,All Combined,Male,Misdemeanor,1,110739,3830195.969,2891.21
1989,All Combined,Male,Misdemeanor,1,112329,3895003,2883.926
1990,All Combined,Male,Misdemeanor,1,111124,3959810,2806.296
1991,All Combined,Male,Misdemeanor,1,109762,4036029.5,2719.554
1992,All Combined,Male,Misdemeanor,1,109682,4112249,2667.202
1993,All Combined,Male,Misdemeanor,1,114964,4188468.5,2744.774
1994,All Combined,Male,Misdemeanor,1,114025,4264688,2673.701
1995,All Combined,Male,Misdemeanor,1,112450,4340907.5,2590.472
1996,All Combined,Male,Misdemeanor,1,122939,4417127,2783.234
1997,All Combined,Male,Misdemeanor,1,125205,4493346.531,2786.453
1998,All Combined,Male,Misdemeanor,1,124442,4569566,2723.278
1999,All Combined,Male,Misdemeanor,1,118367,4645785.5,2547.836
2000,All Combined,Male,Misdemeanor,1,111765,4722005,2366.897
2001,All Combined,Male,Misdemeanor,1,108124,4923884,2195.909
2002,All Combined,Male,Misdemeanor,1,103732,4797098,2162.391
2003,All Combined,Male,Misdemeanor,1,101440,4782005,2121.286
2004,All Combined,Male,Misdemeanor,1,99378,4891255,2031.749
2005,All Combined,Male,Misdemeanor,1,99664,4952172,2012.531
2006,All Combined,Male,Misdemeanor,1,104848,4873677,2151.312
2007,All Combined,Male,Misdemeanor,1,106409,4815844,2209.561
2008,All Combined,Male,Misdemeanor,1,101266,4787481,2115.225
2009,All Combined,Male,Misdemeanor,1,89414,4846139,1845.056
2010,All Combined,Male,Misdemeanor,1,79405,4760455,1668.013
2011,All Combined,Male,Misdemeanor,1,61142,4748346,1287.648
2012,All Combined,Male,Misdemeanor,1,49732,4717930,1054.106
2013,All Combined,Male,Misdemeanor,1,40630,4695147,865.3616
1980,All Combined,Male,Status,1,17272,3311740,521.5385
1981,All Combined,Male,Status,1,15807,3376547,468.141
1982,All Combined,Male,Status,1,13570,3441354.031,394.3215
1983,All Combined,Male,Status,1,12516,3506160.969,356.9716
1984,All Combined,Male,Status,1,14744,3570968,412.8853
1985,All Combined,Male,Status,1,14234,3635775,391.4984
1986,All Combined,Male,Status,1,13958,3700582,377.1839
1987,All Combined,Male,Status,1,13922,3765389.031,369.736
1988,All Combined,Male,Status,1,13551,3830195.969,353.7939
1989,All Combined,Male,Status,1,12485,3895003,320.5389
1990,All Combined,Male,Status,1,12850,3959810,324.5105
1991,All Combined,Male,Status,1,12996,4036029.5,321.9996
1992,All Combined,Male,Status,1,13441,4112249,326.8528
1993,All Combined,Male,Status,1,14653,4188468.5,349.8415
1994,All Combined,Male,Status,1,16877,4264688,395.7382
1995,All Combined,Male,Status,1,19427,4340907.5,447.5331
1996,All Combined,Male,Status,1,23375,4417127,529.1901
1997,All Combined,Male,Status,1,25273,4493346.531,562.4539
1998,All Combined,Male,Status,1,25356,4569566,554.8886
1999,All Combined,Male,Status,1,27717,4645785.5,596.6052
2000,All Combined,Male,Status,1,25203,4722005,533.7352
2001,All Combined,Male,Status,1,24869,4923884,505.0688
2002,All Combined,Male,Status,1,22173,4797098,462.2169
2003,All Combined,Male,Status,1,19913,4782005,416.4153
2004,All Combined,Male,Status,1,18930,4891255,387.0172
2005,All Combined,Male,Status,1,19672,4952172,397.2398
2006,All Combined,Male,Status,1,23289,4873677,477.8528
2007,All Combined,Male,Status,1,23551,4815844,489.0316
2008,All Combined,Male,Status,1,22199,4787481,463.6885
2009,All Combined,Male,Status,1,20044,4846139,413.6076
2010,All Combined,Male,Status,1,18317,4760455,384.7741
2011,All Combined,Male,Status,1,14581,4748346,307.0753
2012,All Combined,Male,Status,1,10890,4717930,230.8216
2013,All Combined,Male,Status,1,7887,4695147,167.982
1980,Asian,Both Combined,All Combined,1,2699,367700,734.0223
1981,Asian,Both Combined,All Combined,1,2806,407941.9023,687.843
1982,Asian,Both Combined,All Combined,1,2328,448183.8047,519.4297
1983,Asian,Both Combined,All Combined,1,1905,488425.6953,390.0286
1984,Asian,Both Combined,All Combined,1,2122,528667.5977,401.3864
1985,Asian,Both Combined,All Combined,1,2411,568909.5,423.7932
1986,Asian,Both Combined,All Combined,1,2847,609151.3906,467.3715
1987,Asian,Both Combined,All Combined,1,3077,649393.3047,473.8269
1988,Asian,Both Combined,All Combined,1,3816,689635.1953,553.336
1989,Asian,Both Combined,All Combined,1,4932,729877.1094,675.7302
1990,Asian,Both Combined,All Combined,1,4466,770119,579.9104
1991,Asian,Both Combined,All Combined,1,7713,781819.2969,986.5451
1992,Asian,Both Combined,All Combined,1,10124,793519.6016,1275.835
1993,Asian,Both Combined,All Combined,1,12474,805219.8984,1549.142
1994,Asian,Both Combined,All Combined,1,13010,816920.2031,1592.567
1995,Asian,Both Combined,All Combined,1,13245,828620.5,1598.44
1996,Asian,Both Combined,All Combined,1,14679,840320.7969,1746.833
1997,Asian,Both Combined,All Combined,1,14304,852021.1016,1678.832
1998,Asian,Both Combined,All Combined,1,13767,863721.3984,1593.917
1999,Asian,Both Combined,All Combined,1,12853,875421.7031,1468.207
2000,Asian,Both Combined,All Combined,1,11777,887122,1327.551
2001,Asian,Both Combined,All Combined,1,10581,888857,1190.405
2002,Asian,Both Combined,All Combined,1,10077,947550,1063.479
2003,Asian,Both Combined,All Combined,1,9886,950185,1040.429
2004,Asian,Both Combined,All Combined,1,8944,950979,940.5045
2005,Asian,Both Combined,All Combined,1,8566,977548,876.2741
2006,Asian,Both Combined,All Combined,1,8409,955829,879.7599
2007,Asian,Both Combined,All Combined,1,8701,940880,924.7726
2008,Asian,Both Combined,All Combined,1,8238,935697,880.4132
2009,Asian,Both Combined,All Combined,1,7331,965257,759.4869
2010,Asian,Both Combined,All Combined,1,6227,1021489,609.6003
2011,Asian,Both Combined,All Combined,1,4855,1004827,483.1678
2012,Asian,Both Combined,All Combined,1,3832,1002398,382.2833
2013,Asian,Both Combined,All Combined,1,2903,1003322,289.3388
1980,Asian,Both Combined,Felony - Drug,1,53,367700,14.41392
1981,Asian,Both Combined,Felony - Drug,1,46,407941.9023,11.27612
1982,Asian,Both Combined,Felony - Drug,1,55,448183.8047,12.27175
1983,Asian,Both Combined,Felony - Drug,1,57,488425.6953,11.67015
1984,Asian,Both Combined,Felony - Drug,1,47,528667.5977,8.890274
1985,Asian,Both Combined,Felony - Drug,1,61,568909.5,10.72227
1986,Asian,Both Combined,Felony - Drug,1,38,609151.3906,6.238186
1987,Asian,Both Combined,Felony - Drug,1,57,649393.3047,8.777424
1988,Asian,Both Combined,Felony - Drug,1,66,689635.1953,9.570277
1989,Asian,Both Combined,Felony - Drug,1,55,729877.1094,7.535515
1990,Asian,Both Combined,Felony - Drug,1,31,770119,4.025352
1991,Asian,Both Combined,Felony - Drug,1,51,781819.2969,6.523246
1992,Asian,Both Combined,Felony - Drug,1,99,793519.6016,12.47606
1993,Asian,Both Combined,Felony - Drug,1,110,805219.8984,13.66086
1994,Asian,Both Combined,Felony - Drug,1,129,816920.2031,15.79102
1995,Asian,Both Combined,Felony - Drug,1,131,828620.5,15.80941
1996,Asian,Both Combined,Felony - Drug,1,173,840320.7969,20.58738
1997,Asian,Both Combined,Felony - Drug,1,221,852021.1016,25.93832
1998,Asian,Both Combined,Felony - Drug,1,187,863721.3984,21.6505
1999,Asian,Both Combined,Felony - Drug,1,204,875421.7031,23.30305
2000,Asian,Both Combined,Felony - Drug,1,259,887122,29.19553
2001,Asian,Both Combined,Felony - Drug,1,238,888857,26.77596
2002,Asian,Both Combined,Felony - Drug,1,208,947550,21.95135
2003,Asian,Both Combined,Felony - Drug,1,229,950185,24.10057
2004,Asian,Both Combined,Felony - Drug,1,172,950979,18.08662
2005,Asian,Both Combined,Felony - Drug,1,185,977548,18.9249
2006,Asian,Both Combined,Felony - Drug,1,211,955829,22.07508
2007,Asian,Both Combined,Felony - Drug,1,216,940880,22.95723
2008,Asian,Both Combined,Felony - Drug,1,228,935697,24.36686
2009,Asian,Both Combined,Felony - Drug,1,283,965257,29.31862
2010,Asian,Both Combined,Felony - Drug,1,270,1021489,26.432
2011,Asian,Both Combined,Felony - Drug,1,203,1004827,20.20248
2012,Asian,Both Combined,Felony - Drug,1,144,1002398,14.36555
2013,Asian,Both Combined,Felony - Drug,1,118,1003322,11.76093
1980,Asian,Both Combined,Felony - Other,1,132,367700,35.89883
1981,Asian,Both Combined,Felony - Other,1,115,407941.9023,28.19029
1982,Asian,Both Combined,Felony - Other,1,101,448183.8047,22.5354
1983,Asian,Both Combined,Felony - Other,1,85,488425.6953,17.40285
1984,Asian,Both Combined,Felony - Other,1,100,528667.5977,18.91548
1985,Asian,Both Combined,Felony - Other,1,78,568909.5,13.71044
1986,Asian,Both Combined,Felony - Other,1,84,609151.3906,13.78968
1987,Asian,Both Combined,Felony - Other,1,104,649393.3047,16.01495
1988,Asian,Both Combined,Felony - Other,1,111,689635.1953,16.09547
1989,Asian,Both Combined,Felony - Other,1,170,729877.1094,23.29159
1990,Asian,Both Combined,Felony - Other,1,194,770119,25.19091
1991,Asian,Both Combined,Felony - Other,1,375,781819.2969,47.96505
1992,Asian,Both Combined,Felony - Other,1,519,793519.6016,65.40481
1993,Asian,Both Combined,Felony - Other,1,703,805219.8984,87.30534
1994,Asian,Both Combined,Felony - Other,1,619,816920.2031,75.77239
1995,Asian,Both Combined,Felony - Other,1,602,828620.5,72.65087
1996,Asian,Both Combined,Felony - Other,1,598,840320.7969,71.1633
1997,Asian,Both Combined,Felony - Other,1,612,852021.1016,71.82921
1998,Asian,Both Combined,Felony - Other,1,566,863721.3984,65.53039
1999,Asian,Both Combined,Felony - Other,1,590,875421.7031,67.39609
2000,Asian,Both Combined,Felony - Other,1,458,887122,51.62762
2001,Asian,Both Combined,Felony - Other,1,442,888857,49.72678
2002,Asian,Both Combined,Felony - Other,1,497,947550,52.45106
2003,Asian,Both Combined,Felony - Other,1,463,950185,48.72735
2004,Asian,Both Combined,Felony - Other,1,487,950979,51.21038
2005,Asian,Both Combined,Felony - Other,1,470,977548,48.07948
2006,Asian,Both Combined,Felony - Other,1,525,955829,54.92614
2007,Asian,Both Combined,Felony - Other,1,565,940880,60.05017
2008,Asian,Both Combined,Felony - Other,1,563,935697,60.16905
2009,Asian,Both Combined,Felony - Other,1,463,965257,47.9665
2010,Asian,Both Combined,Felony - Other,1,377,1021489,36.90691
2011,Asian,Both Combined,Felony - Other,1,267,1004827,26.57174
2012,Asian,Both Combined,Felony - Other,1,223,1002398,22.24665
2013,Asian,Both Combined,Felony - Other,1,166,1003322,16.54504
1980,Asian,Both Combined,Felony - Property,1,533,367700,144.9551
1981,Asian,Both Combined,Felony - Property,1,622,407941.9023,152.4727
1982,Asian,Both Combined,Felony - Property,1,526,448183.8047,117.3626
1983,Asian,Both Combined,Felony - Property,1,399,488425.6953,81.69103
1984,Asian,Both Combined,Felony - Property,1,399,528667.5977,75.47276
1985,Asian,Both Combined,Felony - Property,1,484,568909.5,85.07504
1986,Asian,Both Combined,Felony - Property,1,559,609151.3906,91.76701
1987,Asian,Both Combined,Felony - Property,1,668,649393.3047,102.8652
1988,Asian,Both Combined,Felony - Property,1,889,689635.1953,128.9087
1989,Asian,Both Combined,Felony - Property,1,1230,729877.1094,168.5215
1990,Asian,Both Combined,Felony - Property,1,1070,770119,138.9396
1991,Asian,Both Combined,Felony - Property,1,2034,781819.2969,260.1624
1992,Asian,Both Combined,Felony - Property,1,2543,793519.6016,320.471
1993,Asian,Both Combined,Felony - Property,1,2914,805219.8984,361.8887
1994,Asian,Both Combined,Felony - Property,1,3026,816920.2031,370.4156
1995,Asian,Both Combined,Felony - Property,1,3229,828620.5,389.6838
1996,Asian,Both Combined,Felony - Property,1,3352,840320.7969,398.8953
1997,Asian,Both Combined,Felony - Property,1,2960,852021.1016,347.4092
1998,Asian,Both Combined,Felony - Property,1,2599,863721.3984,300.9072
1999,Asian,Both Combined,Felony - Property,1,2262,875421.7031,258.3898
2000,Asian,Both Combined,Felony - Property,1,1961,887122,221.0519
2001,Asian,Both Combined,Felony - Property,1,1708,888857,192.1569
2002,Asian,Both Combined,Felony - Property,1,1708,947550,180.2543
2003,Asian,Both Combined,Felony - Property,1,1523,950185,160.2846
2004,Asian,Both Combined,Felony - Property,1,1376,950979,144.693
2005,Asian,Both Combined,Felony - Property,1,1158,977548,118.4597
2006,Asian,Both Combined,Felony - Property,1,1105,955829,115.6065
2007,Asian,Both Combined,Felony - Property,1,1072,940880,113.9359
2008,Asian,Both Combined,Felony - Property,1,998,935697,106.6585
2009,Asian,Both Combined,Felony - Property,1,921,965257,95.415
2010,Asian,Both Combined,Felony - Property,1,782,1021489,76.55491
2011,Asian,Both Combined,Felony - Property,1,579,1004827,57.62186
2012,Asian,Both Combined,Felony - Property,1,419,1002398,41.79976
2013,Asian,Both Combined,Felony - Property,1,294,1003322,29.30266
1980,Asian,Both Combined,Felony - Violent/Sex,1,148,367700,40.2502
1981,Asian,Both Combined,Felony - Violent/Sex,1,185,407941.9023,45.34959
1982,Asian,Both Combined,Felony - Violent/Sex,1,146,448183.8047,32.57592
1983,Asian,Both Combined,Felony - Violent/Sex,1,95,488425.6953,19.45025
1984,Asian,Both Combined,Felony - Violent/Sex,1,145,528667.5977,27.42744
1985,Asian,Both Combined,Felony - Violent/Sex,1,163,568909.5,28.65131
1986,Asian,Both Combined,Felony - Violent/Sex,1,145,609151.3906,23.80361
1987,Asian,Both Combined,Felony - Violent/Sex,1,173,649393.3047,26.64025
1988,Asian,Both Combined,Felony - Violent/Sex,1,234,689635.1953,33.93098
1989,Asian,Both Combined,Felony - Violent/Sex,1,361,729877.1094,49.46038
1990,Asian,Both Combined,Felony - Violent/Sex,1,340,770119,44.14902
1991,Asian,Both Combined,Felony - Violent/Sex,1,564,781819.2969,72.13943
1992,Asian,Both Combined,Felony - Violent/Sex,1,770,793519.6016,97.03604
1993,Asian,Both Combined,Felony - Violent/Sex,1,964,805219.8984,119.7188
1994,Asian,Both Combined,Felony - Violent/Sex,1,1049,816920.2031,128.4091
1995,Asian,Both Combined,Felony - Violent/Sex,1,965,828620.5,116.4586
1996,Asian,Both Combined,Felony - Violent/Sex,1,1114,840320.7969,132.5684
1997,Asian,Both Combined,Felony - Violent/Sex,1,970,852021.1016,113.8469
1998,Asian,Both Combined,Felony - Violent/Sex,1,1020,863721.3984,118.0936
1999,Asian,Both Combined,Felony - Violent/Sex,1,882,875421.7031,100.7514
2000,Asian,Both Combined,Felony - Violent/Sex,1,825,887122,92.99735
2001,Asian,Both Combined,Felony - Violent/Sex,1,744,888857,83.703
2002,Asian,Both Combined,Felony - Violent/Sex,1,648,947550,68.38689
2003,Asian,Both Combined,Felony - Violent/Sex,1,707,950185,74.40656
2004,Asian,Both Combined,Felony - Violent/Sex,1,543,950979,57.09905
2005,Asian,Both Combined,Felony - Violent/Sex,1,539,977548,55.13796
2006,Asian,Both Combined,Felony - Violent/Sex,1,625,955829,65.38827
2007,Asian,Both Combined,Felony - Violent/Sex,1,545,940880,57.9245
2008,Asian,Both Combined,Felony - Violent/Sex,1,549,935697,58.67284
2009,Asian,Both Combined,Felony - Violent/Sex,1,464,965257,48.0701
2010,Asian,Both Combined,Felony - Violent/Sex,1,367,1021489,35.92794
2011,Asian,Both Combined,Felony - Violent/Sex,1,315,1004827,31.34868
2012,Asian,Both Combined,Felony - Violent/Sex,1,242,1002398,24.14211
2013,Asian,Both Combined,Felony - Violent/Sex,1,215,1003322,21.42881
1980,Asian,Both Combined,Misdemeanor,1,1556,367700,423.1711
1981,Asian,Both Combined,Misdemeanor,1,1617,407941.9023,396.38
1982,Asian,Both Combined,Misdemeanor,1,1350,448183.8047,301.2157
1983,Asian,Both Combined,Misdemeanor,1,1129,488425.6953,231.1508
1984,Asian,Both Combined,Misdemeanor,1,1258,528667.5977,237.9567
1985,Asian,Both Combined,Misdemeanor,1,1448,568909.5,254.522
1986,Asian,Both Combined,Misdemeanor,1,1694,609151.3906,278.0918
1987,Asian,Both Combined,Misdemeanor,1,1795,649393.3047,276.4118
1988,Asian,Both Combined,Misdemeanor,1,2205,689635.1953,319.7343
1989,Asian,Both Combined,Misdemeanor,1,2743,729877.1094,375.8167
1990,Asian,Both Combined,Misdemeanor,1,2445,770119,317.4834
1991,Asian,Both Combined,Misdemeanor,1,4090,781819.2969,523.1388
1992,Asian,Both Combined,Misdemeanor,1,5380,793519.6016,677.9921
1993,Asian,Both Combined,Misdemeanor,1,6731,805219.8984,835.9207
1994,Asian,Both Combined,Misdemeanor,1,6755,816920.2031,826.8862
1995,Asian,Both Combined,Misdemeanor,1,7024,828620.5,847.674
1996,Asian,Both Combined,Misdemeanor,1,7935,840320.7969,944.2822
1997,Asian,Both Combined,Misdemeanor,1,8120,852021.1016,953.028
1998,Asian,Both Combined,Misdemeanor,1,8093,863721.3984,936.9919
1999,Asian,Both Combined,Misdemeanor,1,7436,875421.7031,849.4192
2000,Asian,Both Combined,Misdemeanor,1,6957,887122,784.2213
2001,Asian,Both Combined,Misdemeanor,1,6299,888857,708.6629
2002,Asian,Both Combined,Misdemeanor,1,5931,947550,625.9301
2003,Asian,Both Combined,Misdemeanor,1,5957,950185,626.9305
2004,Asian,Both Combined,Misdemeanor,1,5547,950979,583.2936
2005,Asian,Both Combined,Misdemeanor,1,5418,977548,554.2439
2006,Asian,Both Combined,Misdemeanor,1,5212,955829,545.2858
2007,Asian,Both Combined,Misdemeanor,1,5515,940880,586.1534
2008,Asian,Both Combined,Misdemeanor,1,5025,935697,537.0328
2009,Asian,Both Combined,Misdemeanor,1,4428,965257,458.7379
2010,Asian,Both Combined,Misdemeanor,1,3652,1021489,357.5173
2011,Asian,Both Combined,Misdemeanor,1,2921,1004827,290.6968
2012,Asian,Both Combined,Misdemeanor,1,2337,1002398,233.1409
2013,Asian,Both Combined,Misdemeanor,1,1833,1003322,182.6931
1980,Asian,Both Combined,Status,1,277,367700,75.33315
1981,Asian,Both Combined,Status,1,221,407941.9023,54.17438
1982,Asian,Both Combined,Status,1,150,448183.8047,33.46841
1983,Asian,Both Combined,Status,1,140,488425.6953,28.66352
1984,Asian,Both Combined,Status,1,173,528667.5977,32.72378
1985,Asian,Both Combined,Status,1,177,568909.5,31.11215
1986,Asian,Both Combined,Status,1,327,609151.3906,53.68124
1987,Asian,Both Combined,Status,1,280,649393.3047,43.11717
1988,Asian,Both Combined,Status,1,311,689635.1953,45.09631
1989,Asian,Both Combined,Status,1,373,729877.1094,51.10449
1990,Asian,Both Combined,Status,1,386,770119,50.12212
1991,Asian,Both Combined,Status,1,599,781819.2969,76.61617
1992,Asian,Both Combined,Status,1,813,793519.6016,102.4549
1993,Asian,Both Combined,Status,1,1052,805219.8984,130.6475
1994,Asian,Both Combined,Status,1,1432,816920.2031,175.2925
1995,Asian,Both Combined,Status,1,1294,828620.5,156.1632
1996,Asian,Both Combined,Status,1,1507,840320.7969,179.3363
1997,Asian,Both Combined,Status,1,1421,852021.1016,166.7799
1998,Asian,Both Combined,Status,1,1302,863721.3984,150.7431
1999,Asian,Both Combined,Status,1,1479,875421.7031,168.9471
2000,Asian,Both Combined,Status,1,1317,887122,148.4576
2001,Asian,Both Combined,Status,1,1150,888857,129.3796
2002,Asian,Both Combined,Status,1,1085,947550,114.5058
2003,Asian,Both Combined,Status,1,1007,950185,105.9794
2004,Asian,Both Combined,Status,1,819,950979,86.12177
2005,Asian,Both Combined,Status,1,796,977548,81.42823
2006,Asian,Both Combined,Status,1,731,955829,76.47811
2007,Asian,Both Combined,Status,1,788,940880,83.75138
2008,Asian,Both Combined,Status,1,875,935697,93.51318
2009,Asian,Both Combined,Status,1,772,965257,79.9787
2010,Asian,Both Combined,Status,1,779,1021489,76.26122
2011,Asian,Both Combined,Status,1,570,1004827,56.72618
2012,Asian,Both Combined,Status,1,467,1002398,46.58828
2013,Asian,Both Combined,Status,1,277,1003322,27.60829
1980,Asian,Female,All Combined,1,636,179520,354.2781
1981,Asian,Female,All Combined,1,579,198911.3047,291.0845
1982,Asian,Female,All Combined,1,494,218302.5977,226.2914
1983,Asian,Female,All Combined,1,408,237693.9023,171.6493
1984,Asian,Female,All Combined,1,420,257085.1953,163.37
1985,Asian,Female,All Combined,1,474,276476.5,171.4431
1986,Asian,Female,All Combined,1,626,295867.8027,211.581
1987,Asian,Female,All Combined,1,631,315259.1094,200.1528
1988,Asian,Female,All Combined,1,719,334650.3906,214.8511
1989,Asian,Female,All Combined,1,973,354041.6953,274.8264
1990,Asian,Female,All Combined,1,930,373433,249.0407
1991,Asian,Female,All Combined,1,1522,378909.8945,401.6786
1992,Asian,Female,All Combined,1,2064,384386.8047,536.9591
1993,Asian,Female,All Combined,1,2718,389863.6953,697.1667
1994,Asian,Female,All Combined,1,3009,395340.6055,761.1158
1995,Asian,Female,All Combined,1,2967,400817.5,740.2371
1996,Asian,Female,All Combined,1,3403,406294.3945,837.57
1997,Asian,Female,All Combined,1,3261,411771.3047,791.9445
